Area,Location_Score,Square_Feet,Num_Bedrooms,Building_Age,Owner_Name,Street_Address,Price_BDT
Dharmapur,1.8,1612,2,7,অজয় সরকার,"৮৩, উত্তর ফুলগড় মহল্লা, Dharmapur, Cumilla",6348888.49
Kotbari,2.5,1614,2,19,নয়ন প্রামানিক,"৪৭, উত্তর কেশবমহল্লা, Kotbari, Cumilla",6898473.1
Kotbari,2.5,1702,3,7,শেখর কুমার,"২৩৫, উত্তর কালীহাট স্ট্যান্ড, Kotbari, Cumilla",6258280.74
Shashongacha,2.0,2161,3,23,আজাদ তালুকদার,"৪৯, উত্তর কুমারচর, Shashongacha, Cumilla",8004364.56
Shashongacha,2.0,1650,3,16,তনয় চৌধুরী,"১৬, নতুন সৈয়দমহাসড়ক, Shashongacha, Cumilla",5913470.3
Tomsom Bridge,3.0,1864,3,19,প্রীতি মিত্র,"৬১, আনোয়ারগাঁ পার্ক, Tomsom Bridge, Cumilla",7463431.26
Bagichagaon,3.5,1224,2,2,মাধু সিং,"৯, শ্যামবাজার, Bagichagaon, Cumilla",7124770.58
Dharmapur,1.8,1148,2,22,রুদ্র হুরাইরা,"৪০, চৌদ্দডাঙ্গা, Dharmapur, Cumilla",5291874.62
Police Line,3.1,1655,3,16,শাহাবাজ রহমান,"৯৮, পশ্চিম সখিগাঁও, Police Line, Cumilla",7559838.69
Bagichagaon,3.5,2026,3,17,বাকের মজুমদার,"৩৬৮, উত্তর নালিতাদিয়া, Bagichagaon, Cumilla",8751557.14
Kandirpar,4.0,1203,2,21,খুশি চৌধুরী,"৯৮, মধ্য হাকিমগড়, Kandirpar, Cumilla",5351526.84
Chawkbazar,2.2,1730,3,9,প্রদ্যুম্ন বর্মন,"৩, শাজাহানডাঙ্গা, Chawkbazar, Cumilla",6929357.68
Tomsom Bridge,3.0,1477,2,17,শ্রাবনী মৃধা,"৩৫, নতুন ফটিকচর মোড়, Tomsom Bridge, Cumilla",5896475.99
Tomsom Bridge,3.0,1282,2,4,বাদল দত্ত,"৯, দক্ষিণ রানীমাটি এভিনিউ, Tomsom Bridge, Cumilla",6070611.42
Kandirpar,4.0,1515,2,2,কুনাল ব্যানার্জি,"৮, মিরখালি, Kandirpar, Cumilla",8082220.55
Police Line,3.1,1947,3,14,সাবের হোসাইন,"১৪৬, উত্তর নড়িয়াবাড়ি প্লাজা, Police Line, Cumilla",8043992.8
Police Line,3.1,800,2,9,অর্ঘ্য সিনহা,"৯, পাইকগাঁ লেন, Police Line, Cumilla",5016402.57
Race Course,3.2,1414,2,14,শাওন কাদের,"৬, নতুন চিতলপার্ক, Race Course, Cumilla",6029318.64
Shashongacha,2.0,800,2,0,রহিম মৃধা,"৯, পুরাতন বালিয়াবাজার প্লাজা, Shashongacha, Cumilla",3943175.29
Chawkbazar,2.2,1999,3,15,লতা বোস,"৫২৪, মধ্য করিমমোড়, Chawkbazar, Cumilla",7941176.2
Jhawtala,3.8,1351,2,12,রুদ্র হক,"৬৩, নতুন সৈয়দগলি, Jhawtala, Cumilla",6403038.13
Kotbari,2.5,2037,3,22,মৃনাল শুক্লা,"৭৩, পূর্ব রানীসেন্টার, Kotbari, Cumilla",7963550.43
Shashongacha,2.0,1627,2,4,প্রিয়তি দেব,"৮৮, উত্তর সৈয়দগাঁ চত্বর, Shashongacha, Cumilla",6522403.21
Shashongacha,2.0,2172,3,1,শ্রাবন্তী দেব,"৫, নতুন ওসমানীগাঁ স্টেশন, Shashongacha, Cumilla",7995184.24
Shashongacha,2.0,1870,3,1,শাহাবাজ মৃধা,"৬০২, পশ্চিম ওসমানীহার, Shashongacha, Cumilla",6026416.69
Kotbari,2.5,1892,3,24,কাফি বিশ্বাস,"৮১৩, দক্ষিণ মনিরামপুর, Kotbari, Cumilla",6741364.97
Kotbari,2.5,1897,3,11,আরিয়া বাগচী,"৫, পুরাতন মহেশগড়, Kotbari, Cumilla",7439414.87
Jhawtala,3.8,2006,3,13,রহিম খানম,"৫৫৪, উত্তর সুবর্ণচর, Jhawtala, Cumilla",8775975.49
Race Course,3.2,800,2,1,ঈশানি মিশ্র,"৭, পুরাতন কমলপুর, Race Course, Cumilla",5462358.1
Dharmapur,1.8,2467,4,8,ইশতিয়াক মৃধা,"২৬, পূর্ব বকশীগড় এভিনিউ, Dharmapur, Cumilla",9461571.61
Chawkbazar,2.2,1814,3,17,মুনতাকিম মৃধা,"৬৩, দক্ষিণ বিজয়খালি মহল্লা, Chawkbazar, Cumilla",7022585.14
Shashongacha,2.0,1777,3,21,আব্বাস আলম,"১, পশ্চিম জগন্নাথলেন, Shashongacha, Cumilla",6113095.36
Jhawtala,3.8,979,2,18,কুনাল রাও,"৩৫, পুরাতন সদরপাড়া, Jhawtala, Cumilla",6233372.58
Kandirpar,4.0,973,2,23,এনামুল হোসাইন,"৯৪৬, পলাশতলা, Kandirpar, Cumilla",5053673.86
Jhawtala,3.8,1355,2,7,অর্পিতা মোড়ল,"৩৮৭, মধ্য মুরাদহার, Jhawtala, Cumilla",7241182.46
Tomsom Bridge,3.0,1515,2,21,অর্ক মিঞা,"৬৩০, উত্তর মনোহররাস্তা, Tomsom Bridge, Cumilla",6186361.33
Shashongacha,2.0,1709,3,23,বাসির তালুকদার,"২, পশ্চিম মোহাম্মদবাজার মোড়, Shashongacha, Cumilla",6033859.73
Kotbari,2.5,2319,4,23,রাসেল আলম,"৭৯৫, গৌরবাড়ি পাড়া, Kotbari, Cumilla",8987190.25
Jhawtala,3.8,2092,3,20,আয়ুষ বিশ্বাস,"২৬৬, সখিহাট রাস্তা, Jhawtala, Cumilla",9436332.33
Police Line,3.1,1595,2,15,শুভ মন্ডল,"৭৫, দক্ষিণ বালিয়াহাট স্ট্যান্ড, Police Line, Cumilla",6890844.62
Race Course,3.2,1125,2,18,ইশতিয়াক মোড়ল,"৯২৮, নতুন ফকিরবাড়ি সেন্টার, Race Course, Cumilla",5625016.13
Tomsom Bridge,3.0,800,2,11,তুষার দাস,"২০৮, উত্তর সদরখালি স্টেশন, Tomsom Bridge, Cumilla",4663488.92
Tomsom Bridge,3.0,1099,2,2,সাবের মৃধা,"৯০৮, বালিয়াপুর মোড়, Tomsom Bridge, Cumilla",5160422.11
Jhawtala,3.8,1862,3,7,ইমতিয়াজ মৃধা,"৫২, পশ্চিম আনোয়ারগাঁ রোড, Jhawtala, Cumilla",7773195.85
Police Line,3.1,1841,3,10,রিনা ব্যানার্জি,"৩, কালীপাড়া, Police Line, Cumilla",7988361.92
Police Line,3.1,1909,3,21,শহিদুল আলি,"৮, মানিকচর এভিনিউ, Police Line, Cumilla",8012751.32
Dharmapur,1.8,1903,3,15,শুভ সাহা,"২৫, বটিয়াগাঁও, Dharmapur, Cumilla",6573364.11
Dharmapur,1.8,1229,2,20,আসাদ সিনহা,"৫৭৬, জগন্নাথবাড়ি, Dharmapur, Cumilla",4478892.38
Dharmapur,1.8,1493,2,20,তুষার সিনহা,"৫৩, সুবর্ণচর, Dharmapur, Cumilla",6038652.13
Police Line,3.1,1647,2,18,প্রিয়াঙ্কা রায়,"৭৬, পূর্ব পাইকবাড়ি গলি, Police Line, Cumilla",6904276.39
Dharmapur,1.8,1831,3,2,জগদীশ গঙ্গোপাধ্যায়,"৬৭, শাজাহানবাড়ি রাস্তা, Dharmapur, Cumilla",7194860.98
Jhawtala,3.8,2626,4,24,সুশান্ত তালুকদার,"৬, পলাশমোড়, Jhawtala, Cumilla",10531451.36
Kotbari,2.5,944,2,14,ইজাজ ইসলাম,"৮০, পশ্চিম বন্দরবাড়ি, Kotbari, Cumilla",3492894.07
Tomsom Bridge,3.0,810,2,5,কাফি সিনহা,"৮৩২, রানীগাঁও, Tomsom Bridge, Cumilla",5016383.2
Tomsom Bridge,3.0,1344,2,16,আজম তালুকদার,"২৫৬, কুতুবডাঙ্গা, Tomsom Bridge, Cumilla",6889990.21
Shashongacha,2.0,1429,2,24,প্রদ্যুম্ন মৃধা,"১০, মির্জাঘাট, Shashongacha, Cumilla",5327320.25
Kandirpar,4.0,2039,3,24,অভি প্রধান,"২৫৬, রানীনগর, Kandirpar, Cumilla",8536006.38
Bagichagaon,3.5,1438,2,16,বাদল উদ্দিন,"৭, মধ্য মির্জাডাঙ্গা, Bagichagaon, Cumilla",6873758.44
Police Line,3.1,1533,2,24,মুনতাকিম মজুমদার,"৫, মুরাদপ্লাজা, Police Line, Cumilla",7158257.72
Chawkbazar,2.2,800,2,16,শ্রাবন্তী কাদের,"৭৮৭, উত্তর মুরাদমহল্লা, Chawkbazar, Cumilla",4779873.67
Kotbari,2.5,1379,2,20,শুভ প্রামানিক,"৯১১, আলমডাঙ্গা গলি, Kotbari, Cumilla",5985096.43
Shashongacha,2.0,1260,2,13,মুনতাকিম মন্ডল,"৫, হাকিমচত্বর, Shashongacha, Cumilla",4640355.13
Police Line,3.1,1333,2,22,আবু সিনহা,"৬০৭, নতুন তারামহল্লা, Police Line, Cumilla",6192694.84
Chawkbazar,2.2,1843,3,15,অর্ক বসু,"১, মধ্য বাঘারকর্নার, Chawkbazar, Cumilla",6272503.67
Kotbari,2.5,2235,4,15,নাইম তাবাসসুম,"৫৫, উত্তর হোসেনলেন, Kotbari, Cumilla",8476541.99
Police Line,3.1,1457,2,21,মাধুরী মজুমদার,"১, বেগমচত্বর, Police Line, Cumilla",6541846.76
Shashongacha,2.0,1609,2,13,চঞ্চল আচার্য্য,"৬৯, পূর্ব সৈয়দমহাসড়ক, Shashongacha, Cumilla",5605902.71
Tomsom Bridge,3.0,2609,4,15,আশ্বিনী মোড়ল,"১২, পুরাতন গোপালস্টেশন, Tomsom Bridge, Cumilla",9956835.18
Dharmapur,1.8,1204,2,12,মিনা দে,"৬৪১, নতুন রায়গ্রাম, Dharmapur, Cumilla",4402435.29
Chawkbazar,2.2,1119,2,14,জনা সাহা,"১, পুরাতন কাজীমহাসড়ক, Chawkbazar, Cumilla",4792572.91
Dharmapur,1.8,1083,2,8,রুদ্র দাস,"৫২, বাজিতএভিনিউ, Dharmapur, Cumilla",4130570.3
Kotbari,2.5,1454,2,0,শুভশ্রী বিশ্বাস,"৯৮৩, পুরাতন আনোয়ারহাট, Kotbari, Cumilla",5872533.14
Tomsom Bridge,3.0,1380,2,10,রহিম ইসলাম,"৫, দৌলতকর্নার, Tomsom Bridge, Cumilla",6527261.22
Tomsom Bridge,3.0,2155,3,10,বৃষ্টি বাগচী,"১৩, উত্তর কবিরবাড়ি, Tomsom Bridge, Cumilla",9215880.67
Kandirpar,4.0,1915,3,24,বাদল সিনহা,"৬৮৬, দক্ষিণ চৌদ্দলেন, Kandirpar, Cumilla",8434580.66
Shashongacha,2.0,1993,3,21,বাসির সিনহা,"৮, মনিরামবাড়ি কর্নার, Shashongacha, Cumilla",6330202.82
Jhawtala,3.8,1140,2,5,প্রিয়া কাদের,"২, হরিরামনগর চত্বর, Jhawtala, Cumilla",6728043.76
Police Line,3.1,1264,2,24,অভি দেব,"৩, পূর্ব চিতলগ্রাম প্লাজা, Police Line, Cumilla",6095872.99
Police Line,3.1,1473,2,6,মুনতাসির হুরাইরা,"৭১৪, কালীবাজার কর্নার, Police Line, Cumilla",5918193.98
Jhawtala,3.8,1667,3,11,অনন্যা প্রধান,"৩, নতুন আনোয়ারনগর, Jhawtala, Cumilla",8933485.53
Kotbari,2.5,1476,2,0,শাওন রায়,"৯৮, মধ্য দাউদচর, Kotbari, Cumilla",6279114.21
Bagichagaon,3.5,1959,3,20,নিশিতা চট্টোপাধ্যায়,"৬, ফটিকপুর, Bagichagaon, Cumilla",8402764.41
Dharmapur,1.8,1640,2,2,মুনতাকিম জাহান,"২৬, বিজয়চত্বর, Dharmapur, Cumilla",6086250.47
Kotbari,2.5,1773,3,15,নন্দিতা খান,"৬৭৮, মুরাদরাস্তা, Kotbari, Cumilla",7188081.94
Police Line,3.1,1142,2,16,শহিদুল কাদের,"১, আলিগলি, Police Line, Cumilla",4694676.49
Kandirpar,4.0,1286,2,13,মিম আরা,"৩, নতুন পাইকহার, Kandirpar, Cumilla",6477840.47
Jhawtala,3.8,1549,2,17,অভিষেক চৌধুরী,"৫২, জগন্নাথগাঁ ঘাট, Jhawtala, Cumilla",8397077.19
Kandirpar,4.0,1366,2,16,অদৃতা মিত্র,"৭, নাসিরপার্ক, Kandirpar, Cumilla",6649799.9
Jhawtala,3.8,1606,2,11,তন্ময় মোড়ল,"৯৪৪, জগন্নাথকর্নার, Jhawtala, Cumilla",8549257.39
Chawkbazar,2.2,1440,2,17,শেখর দেব,"৫৪২, দক্ষিণ রায়মাটি চত্বর, Chawkbazar, Cumilla",4961277.47
Police Line,3.1,1292,2,8,নাদিম আওয়াল,"৭৪, শিবগাঁও সেন্টার, Police Line, Cumilla",6383589.32
Shashongacha,2.0,1320,2,9,অশোক চৌধুরী,"৪১৪, পূর্ব মোহনখালি, Shashongacha, Cumilla",5945147.64
Chawkbazar,2.2,1290,2,19,মিষ্টি মোড়ল,"৭৮, দক্ষিণ পলাশমহল্লা, Chawkbazar, Cumilla",5734178.91
Jhawtala,3.8,1264,2,0,খুশি দে,"৯০৪, পূর্ব জীবনমাটি মহল্লা, Jhawtala, Cumilla",7220523.46
Dharmapur,1.8,1297,2,16,ঋষিতা প্রামানিক,"৯, দক্ষিণ মনিরামগ্রাম, Dharmapur, Cumilla",4823782.59
Race Course,3.2,1433,2,9,নাদিম কাদের,"৬৫, দক্ষিণ মানিকচর চত্বর, Race Course, Cumilla",5566671.81
Shashongacha,2.0,2095,3,24,প্রত্যয় হক,"৬২, নতুন ইসলামনগর প্লাজা, Shashongacha, Cumilla",7711217.91
Shashongacha,2.0,1472,2,4,চঞ্চল সরকার,"৯৩৭, চিতলস্টেশন, Shashongacha, Cumilla",5533679.43
Bagichagaon,3.5,1491,2,9,বাদল উদ্দিন,"৭০, উজিরদিয়া, Bagichagaon, Cumilla",6145984.89
Bagichagaon,3.5,1341,2,5,খুশি ইসলাম,"৮৩২, ওসমানীখালি স্টেশন, Bagichagaon, Cumilla",6218237.77
Shashongacha,2.0,1501,2,5,আলিয়া রহমান,"৩০৩, জীবনপাড়া, Shashongacha, Cumilla",5342309.56
Tomsom Bridge,3.0,2023,3,6,ইমতিয়াজ রহমান,"৯, পুরাতন কেশবতলা, Tomsom Bridge, Cumilla",9442983.37
Shashongacha,2.0,1937,3,9,কাফি কাদের,"৫০২, শাজাহানতলা, Shashongacha, Cumilla",7503173.65
Shashongacha,2.0,1617,2,11,শান্ত ব্যানার্জি,"৬৭, মহেশপুর, Shashongacha, Cumilla",6428313.46
Police Line,3.1,1436,2,0,রোহিত গঙ্গোপাধ্যায়,"৮৭, কেশবনগর, Police Line, Cumilla",6030374.8
Kandirpar,4.0,853,2,13,মিলা মজুমদার,"১, রামএভিনিউ, Kandirpar, Cumilla",4494972.07
Kandirpar,4.0,2193,3,21,বিদ্যা মজুমদার,"৮২৯, পাইকগলি, Kandirpar, Cumilla",9393888.91
Jhawtala,3.8,1317,2,15,আতাহার আলি,"৪৮, কালিয়াপার্ক, Jhawtala, Cumilla",6925536.36
Tomsom Bridge,3.0,1492,2,11,বিপাশা বসু,"১০, নতুন সখিরোড, Tomsom Bridge, Cumilla",6327653.58
Jhawtala,3.8,1024,2,13,প্রান্ত পাণ্ডে,"১৪, বাঘারমহাসড়ক, Jhawtala, Cumilla",5126309.65
